Table_ID,Module_ID,Module_Name,Table_Name,Table_Description,Primary_Key,Key_Columns,Indexes,Foreign_Keys,Estimated_Rows,Audit_Trail,Comments
FA-T017,FA,Fixed Assets,FA_CIP_PROJECTS,Construction in progress,CIP_PROJECT_ID,"CIP_PROJECT_ID, PROJECT_NUMBER, PROJECT_NAME, START_DATE, STATUS","IDX_FA_CIP_NUMBER, IDX_FA_CIP_STATUS",None,5000,Yes,Asset under construction
FA-T018,FA,Fixed Assets,FA_CIP_COSTS,CIP cost accumulation,CIP_COST_ID,"CIP_COST_ID, CIP_PROJECT_ID, COST_DATE, COST_AMOUNT, COST_TYPE","IDX_FA_CIPCOST_PROJECT, IDX_FA_CIPCOST_DATE","CIP_PROJECT_ID->FA_CIP_PROJECTS(CIP_PROJECT_ID)",500000,Yes,Costs capitalized to CIP

HCM-T001,HCM,HCM,HCM_EMPLOYEES,Employee master data,EMPLOYEE_ID,"EMPLOYEE_ID, EMPLOYEE_NUMBER, FIRST_NAME, LAST_NAME, HIRE_DATE, STATUS","IDX_HCM_EMP_NUMBER, IDX_HCM_EMP_NAME, IDX_HCM_EMP_STATUS",None,100000,Yes,Employee master records
HCM-T002,HCM,HCM,HCM_PERSON_DETAILS,Person detail information,PERSON_DETAIL_ID,"PERSON_DETAIL_ID, EMPLOYEE_ID, SSN, DATE_OF_BIRTH, GENDER, MARITAL_STATUS","IDX_HCM_PD_EMP, IDX_HCM_PD_SSN","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",100000,Yes,Personal information
HCM-T003,HCM,HCM,HCM_ADDRESSES,Employee addresses,ADDRESS_ID,"ADDRESS_ID, EMPLOYEE_ID, ADDRESS_TYPE, ADDRESS_LINE1, CITY, STATE, ZIP","IDX_HCM_ADDR_EMP, IDX_HCM_ADDR_TYPE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",200000,Yes,Home/mailing addresses
HCM-T004,HCM,HCM,HCM_CONTACTS,Emergency contacts,CONTACT_ID,"CONTACT_ID, EMPLOYEE_ID, CONTACT_NAME, RELATIONSHIP, PHONE_NUMBER","IDX_HCM_CONT_EMP","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",200000,Yes,Emergency contact info
HCM-T005,HCM,HCM,HCM_ORGANIZATIONS,Organization hierarchy,ORGANIZATION_ID,"ORGANIZATION_ID, ORG_CODE, ORG_NAME, PARENT_ORG_ID, ORG_TYPE","IDX_HCM_ORG_CODE, IDX_HCM_ORG_PARENT",None,5000,Yes,Department structure
HCM-T006,HCM,HCM,HCM_JOBS,Job master data,JOB_ID,"JOB_ID, JOB_CODE, JOB_TITLE, JOB_FAMILY, FLSA_STATUS","IDX_HCM_JOB_CODE, IDX_HCM_JOB_TITLE",None,2000,Yes,Job definitions
HCM-T007,HCM,HCM,HCM_POSITIONS,Position master data,POSITION_ID,"POSITION_ID, POSITION_NUMBER, JOB_ID, ORGANIZATION_ID, STATUS","IDX_HCM_POS_NUMBER, IDX_HCM_POS_JOB, IDX_HCM_POS_ORG","JOB_ID->HCM_JOBS(JOB_ID), ORGANIZATION_ID->HCM_ORGANIZATIONS(ORGANIZATION_ID)",50000,Yes,Position inventory
HCM-T008,HCM,HCM,HCM_ASSIGNMENTS,Employee job assignments,ASSIGNMENT_ID,"ASSIGNMENT_ID, EMPLOYEE_ID, POSITION_ID, ASSIGNMENT_TYPE, START_DATE, END_DATE","IDX_HCM_ASSIGN_EMP, IDX_HCM_ASSIGN_POS, IDX_HCM_ASSIGN_DATE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), POSITION_ID->HCM_POSITIONS(POSITION_ID)",120000,Yes,Effective-dated assignments
HCM-T009,HCM,HCM,HCM_COMPENSATION,Compensation records,COMPENSATION_ID,"COMPENSATION_ID, EMPLOYEE_ID, SALARY_AMOUNT, CURRENCY_CODE, PAY_FREQUENCY, EFFECTIVE_DATE","IDX_HCM_COMP_EMP, IDX_HCM_COMP_DATE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",200000,Yes,Salary history
HCM-T010,HCM,HCM,HCM_SALARY_GRADES,Salary grade structure,GRADE_ID,"GRADE_ID, GRADE_CODE, MIN_SALARY, MID_SALARY, MAX_SALARY","IDX_HCM_GRADE_CODE",None,100,Yes,Pay grade ranges
HCM-T011,HCM,HCM,HCM_BENEFITS_PLANS,Benefits plan definitions,PLAN_ID,"PLAN_ID, PLAN_CODE, PLAN_NAME, PLAN_TYPE, CARRIER","IDX_HCM_PLAN_CODE, IDX_HCM_PLAN_TYPE",None,200,Yes,Medical/Dental/Vision/401k
HCM-T012,HCM,HCM,HCM_BENEFITS_ENROLLMENTS,Employee benefit enrollments,ENROLLMENT_ID,"ENROLLMENT_ID, EMPLOYEE_ID, PLAN_ID, COVERAGE_LEVEL, START_DATE, END_DATE","IDX_HCM_ENROLL_EMP, IDX_HCM_ENROLL_PLAN, IDX_HCM_ENROLL_DATE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), PLAN_ID->HCM_BENEFITS_PLANS(PLAN_ID)",300000,Yes,Benefit elections
HCM-T013,HCM,HCM,HCM_PERFORMANCE_REVIEWS,Performance review records,REVIEW_ID,"REVIEW_ID, EMPLOYEE_ID, REVIEW_PERIOD, REVIEWER_ID, OVERALL_RATING, STATUS","IDX_HCM_REV_EMP, IDX_HCM_REV_PERIOD, IDX_HCM_REV_STATUS","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",500000,Yes,Annual reviews
HCM-T014,HCM,HCM,HCM_COMPETENCIES,Competency definitions,COMPETENCY_ID,"COMPETENCY_ID, COMPETENCY_NAME, COMPETENCY_TYPE, PROFICIENCY_LEVELS",IDX_HCM_COMPET_NAME,None,500,Yes,Skills/Behaviors framework
HCM-T015,HCM,HCM,HCM_EMPLOYEE_COMPETENCIES,Employee competency ratings,EMP_COMPETENCY_ID,"EMP_COMPETENCY_ID, EMPLOYEE_ID, COMPETENCY_ID, PROFICIENCY_LEVEL, ASSESSMENT_DATE","IDX_HCM_ECOMP_EMP, IDX_HCM_ECOMP_COMP","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), COMPETENCY_ID->HCM_COMPETENCIES(COMPETENCY_ID)",1000000,Yes,Skill assessments
HCM-T016,HCM,HCM,HCM_GOALS,Goal definitions,GOAL_ID,"GOAL_ID, EMPLOYEE_ID, GOAL_DESCRIPTION, GOAL_WEIGHT, DUE_DATE, STATUS","IDX_HCM_GOAL_EMP, IDX_HCM_GOAL_STATUS","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",500000,Yes,Performance goals
HCM-T017,HCM,HCM,HCM_SUCCESSION_PLANS,Succession planning,SUCCESSION_ID,"SUCCESSION_ID, POSITION_ID, SUCCESSOR_ID, READINESS_LEVEL, IDENTIFIED_DATE","IDX_HCM_SUCC_POS, IDX_HCM_SUCC_SUCCESSOR","POSITION_ID->HCM_POSITIONS(POSITION_ID), SUCCESSOR_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",10000,Yes,Key position succession
HCM-T018,HCM,HCM,HCM_LEARNING_COURSES,Training course catalog,COURSE_ID,"COURSE_ID, COURSE_CODE, COURSE_NAME, COURSE_TYPE, DURATION","IDX_HCM_COURSE_CODE, IDX_HCM_COURSE_TYPE",None,5000,Yes,Training offerings
HCM-T019,HCM,HCM,HCM_COURSE_ENROLLMENTS,Course enrollment records,COURSE_ENROLLMENT_ID,"COURSE_ENROLLMENT_ID, EMPLOYEE_ID, COURSE_ID, ENROLLMENT_DATE, COMPLETION_DATE, STATUS","IDX_HCM_CENROLL_EMP, IDX_HCM_CENROLL_COURSE, IDX_HCM_CENROLL_STATUS","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), COURSE_ID->HCM_LEARNING_COURSES(COURSE_ID)",500000,Yes,Training history
HCM-T020,HCM,HCM,HCM_CERTIFICATIONS,Certification master,CERTIFICATION_ID,"CERTIFICATION_ID, CERT_NAME, ISSUING_BODY, RENEWAL_PERIOD",IDX_HCM_CERT_NAME,None,1000,Yes,Professional certifications
HCM-T021,HCM,HCM,HCM_EMPLOYEE_CERTIFICATIONS,Employee certifications,EMP_CERT_ID,"EMP_CERT_ID, EMPLOYEE_ID, CERTIFICATION_ID, ISSUE_DATE, EXPIRATION_DATE, CERT_NUMBER","IDX_HCM_ECERT_EMP, IDX_HCM_ECERT_CERT","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), CERTIFICATION_ID->HCM_CERTIFICATIONS(CERTIFICATION_ID)",100000,Yes,Employee certification tracking

PAY-T001,PAY,Payroll,PAY_PAYROLL_SETUP,Payroll configuration,PAYROLL_ID,"PAYROLL_ID, PAYROLL_NAME, FREQUENCY, FIRST_PAY_DATE",IDX_PAY_SETUP_NAME,None,100,Yes,Weekly/Biweekly/Monthly
PAY-T002,PAY,Payroll,PAY_EARNINGS_CODES,Earnings code definitions,EARNINGS_CODE_ID,"EARNINGS_CODE_ID, EARNINGS_CODE, EARNINGS_NAME, EARNINGS_TYPE","IDX_PAY_EARN_CODE, IDX_PAY_EARN_TYPE",None,200,Yes,Regular/OT/Bonus/Commission
PAY-T003,PAY,Payroll,PAY_DEDUCTION_CODES,Deduction code definitions,DEDUCTION_CODE_ID,"DEDUCTION_CODE_ID, DEDUCTION_CODE, DEDUCTION_NAME, DEDUCTION_TYPE","IDX_PAY_DED_CODE, IDX_PAY_DED_TYPE",None,500,Yes,Benefits/Taxes/Garnishments
PAY-T004,PAY,Payroll,PAY_EMPLOYEE_EARNINGS,Employee earning assignments,EMP_EARNINGS_ID,"EMP_EARNINGS_ID, EMPLOYEE_ID, EARNINGS_CODE_ID, RATE, EFFECTIVE_DATE","IDX_PAY_EEARN_EMP, IDX_PAY_EEARN_CODE, IDX_PAY_EEARN_DATE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), EARNINGS_CODE_ID->PAY_EARNINGS_CODES(EARNINGS_CODE_ID)",300000,Yes,Pay rates
PAY-T005,PAY,Payroll,PAY_EMPLOYEE_DEDUCTIONS,Employee deduction assignments,EMP_DEDUCTION_ID,"EMP_DEDUCTION_ID, EMPLOYEE_ID, DEDUCTION_CODE_ID, DEDUCTION_AMOUNT, EFFECTIVE_DATE","IDX_PAY_EDED_EMP, IDX_PAY_EDED_CODE, IDX_PAY_EDED_DATE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), DEDUCTION_CODE_ID->PAY_DEDUCTION_CODES(DEDUCTION_CODE_ID)",500000,Yes,Deduction setup
PAY-T006,PAY,Payroll,PAY_TAX_AUTHORITIES,Tax authority definitions,TAX_AUTHORITY_ID,"TAX_AUTHORITY_ID, AUTHORITY_NAME, AUTHORITY_TYPE, JURISDICTION","IDX_PAY_TAXAUTH_NAME, IDX_PAY_TAXAUTH_TYPE",None,5000,Yes,Federal/State/Local agencies
PAY-T007,PAY,Payroll,PAY_TAX_RATES,Tax rate tables,TAX_RATE_ID,"TAX_RATE_ID, TAX_AUTHORITY_ID, FILING_STATUS, TAX_YEAR, MIN_INCOME, MAX_INCOME, TAX_RATE","IDX_PAY_TAXRATE_AUTH, IDX_PAY_TAXRATE_YEAR","TAX_AUTHORITY_ID->PAY_TAX_AUTHORITIES(TAX_AUTHORITY_ID)",50000,Yes,Tax brackets
PAY-T008,PAY,Payroll,PAY_EMPLOYEE_TAX_DATA,Employee tax withholding,EMP_TAX_ID,"EMP_TAX_ID, EMPLOYEE_ID, TAX_AUTHORITY_ID, FILING_STATUS, ALLOWANCES, ADDITIONAL_WITHHOLDING","IDX_PAY_ETAX_EMP, IDX_PAY_ETAX_AUTH","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), TAX_AUTHORITY_ID->PAY_TAX_AUTHORITIES(TAX_AUTHORITY_ID)",500000,Yes,W-4 data
PAY-T009,PAY,Payroll,PAY_GARNISHMENTS,Garnishment orders,GARNISHMENT_ID,"GARNISHMENT_ID, EMPLOYEE_ID, GARNISHMENT_TYPE, CASE_NUMBER, GARNISHMENT_AMOUNT, START_DATE","IDX_PAY_GARN_EMP, IDX_PAY_GARN_TYPE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",50000,Yes,Court-ordered deductions
PAY-T010,PAY,Payroll,PAY_PAYROLL_RUNS,Payroll run headers,PAYROLL_RUN_ID,"PAYROLL_RUN_ID, PAYROLL_ID, PAY_PERIOD_START, PAY_PERIOD_END, PAY_DATE, STATUS","IDX_PAY_RUN_PAYROLL, IDX_PAY_RUN_DATE, IDX_PAY_RUN_STATUS","PAYROLL_ID->PAY_PAYROLL_SETUP(PAYROLL_ID)",5000,Yes,Payroll processing cycles
PAY-T011,PAY,Payroll,PAY_PAYROLL_RESULTS,Employee payroll results,PAYROLL_RESULT_ID,"PAYROLL_RESULT_ID, PAYROLL_RUN_ID, EMPLOYEE_ID, GROSS_PAY, NET_PAY","IDX_PAY_RESULT_RUN, IDX_PAY_RESULT_EMP","PAYROLL_RUN_ID->PAY_PAYROLL_RUNS(PAYROLL_RUN_ID), EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",5000000,Yes,Per employee per pay period
PAY-T012,PAY,Payroll,PAY_PAYROLL_EARNINGS,Payroll earnings detail,PAYROLL_EARNINGS_ID,"PAYROLL_EARNINGS_ID, PAYROLL_RESULT_ID, EARNINGS_CODE_ID, HOURS, RATE, AMOUNT","IDX_PAY_PAYE_RESULT, IDX_PAY_PAYE_CODE","PAYROLL_RESULT_ID->PAY_PAYROLL_RESULTS(PAYROLL_RESULT_ID), EARNINGS_CODE_ID->PAY_EARNINGS_CODES(EARNINGS_CODE_ID)",20000000,Yes,Earnings breakdown
PAY-T013,PAY,Payroll,PAY_PAYROLL_DEDUCTIONS,Payroll deduction detail,PAYROLL_DEDUCTION_ID,"PAYROLL_DEDUCTION_ID, PAYROLL_RESULT_ID, DEDUCTION_CODE_ID, DEDUCTION_AMOUNT","IDX_PAY_PAYD_RESULT, IDX_PAY_PAYD_CODE","PAYROLL_RESULT_ID->PAY_PAYROLL_RESULTS(PAYROLL_RESULT_ID), DEDUCTION_CODE_ID->PAY_DEDUCTION_CODES(DEDUCTION_CODE_ID)",30000000,Yes,Deduction breakdown
PAY-T014,PAY,Payroll,PAY_PAYROLL_TAXES,Payroll tax detail,PAYROLL_TAX_ID,"PAYROLL_TAX_ID, PAYROLL_RESULT_ID, TAX_AUTHORITY_ID, TAXABLE_WAGES, TAX_AMOUNT","IDX_PAY_PAYT_RESULT, IDX_PAY_PAYT_AUTH","PAYROLL_RESULT_ID->PAY_PAYROLL_RESULTS(PAYROLL_RESULT_ID), TAX_AUTHORITY_ID->PAY_TAX_AUTHORITIES(TAX_AUTHORITY_ID)",40000000,Yes,Tax withholding breakdown
PAY-T015,PAY,Payroll,PAY_CHECKS,Paycheck master,CHECK_ID,"CHECK_ID, PAYROLL_RESULT_ID, CHECK_NUMBER, CHECK_DATE, CHECK_AMOUNT, PAYMENT_METHOD","IDX_PAY_CHK_RESULT, IDX_PAY_CHK_NUMBER","PAYROLL_RESULT_ID->PAY_PAYROLL_RESULTS(PAYROLL_RESULT_ID)",5000000,Yes,Physical/Direct deposit checks
PAY-T016,PAY,Payroll,PAY_DIRECT_DEPOSITS,Direct deposit details,DIRECT_DEPOSIT_ID,"DIRECT_DEPOSIT_ID, EMPLOYEE_ID, BANK_NAME, ROUTING_NUMBER, ACCOUNT_NUMBER, DEPOSIT_AMOUNT","IDX_PAY_DD_EMP, IDX_PAY_DD_ROUTING","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",200000,Yes,Bank account splits
PAY-T017,PAY,Payroll,PAY_W2_DATA,W-2 annual data,W2_ID,"W2_ID, EMPLOYEE_ID, TAX_YEAR, WAGES, FEDERAL_TAX, SOCIAL_SECURITY_WAGES, MEDICARE_WAGES","IDX_PAY_W2_EMP, IDX_PAY_W2_YEAR","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",500000,Yes,Annual W-2 amounts
PAY-T018,PAY,Payroll,PAY_1099_DATA,1099 annual data,F1099_ID,"F1099_ID, VENDOR_ID, TAX_YEAR, PAYMENT_AMOUNT","IDX_PAY_1099_VENDOR, IDX_PAY_1099_YEAR",None,50000,Yes,Non-employee compensation
PAY-T019,PAY,Payroll,PAY_QUARTER_TAXES,Quarterly tax reporting,QUARTER_TAX_ID,"QUARTER_TAX_ID, TAX_AUTHORITY_ID, TAX_YEAR, TAX_QUARTER, TOTAL_WAGES, TOTAL_TAX","IDX_PAY_QTAX_AUTH, IDX_PAY_QTAX_PERIOD","TAX_AUTHORITY_ID->PAY_TAX_AUTHORITIES(TAX_AUTHORITY_ID)",20000,Yes,941/940 reporting
PAY-T020,PAY,Payroll,PAY_TIME_ENTRIES,Time entry records,TIME_ENTRY_ID,"TIME_ENTRY_ID, EMPLOYEE_ID, WORK_DATE, HOURS, EARNINGS_CODE_ID","IDX_PAY_TIME_EMP, IDX_PAY_TIME_DATE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), EARNINGS_CODE_ID->PAY_EARNINGS_CODES(EARNINGS_CODE_ID)",50000000,Yes,Time and attendance

ABS-T001,ABS,Absence Management,ABS_ABSENCE_TYPES,Absence type definitions,ABSENCE_TYPE_ID,"ABSENCE_TYPE_ID, ABSENCE_CODE, ABSENCE_NAME, PAID_FLAG",IDX_ABS_TYPE_CODE,None,50,Yes,Vacation/Sick/PTO/FMLA
ABS-T002,ABS,Absence Management,ABS_ABSENCE_PLANS,Absence plan configuration,ABSENCE_PLAN_ID,"ABSENCE_PLAN_ID, PLAN_NAME, ABSENCE_TYPE_ID, ACCRUAL_METHOD, MAX_BALANCE","IDX_ABS_PLAN_NAME, IDX_ABS_PLAN_TYPE","ABSENCE_TYPE_ID->ABS_ABSENCE_TYPES(ABSENCE_TYPE_ID)",100,Yes,Accrual rules
ABS-T003,ABS,Absence Management,ABS_EMPLOYEE_BALANCES,Employee absence balances,BALANCE_ID,"BALANCE_ID, EMPLOYEE_ID, ABSENCE_PLAN_ID, ACCRUED_HOURS, TAKEN_HOURS, BALANCE_HOURS","IDX_ABS_BAL_EMP, IDX_ABS_BAL_PLAN","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), ABSENCE_PLAN_ID->ABS_ABSENCE_PLANS(ABSENCE_PLAN_ID)",200000,No,Current balances
ABS-T004,ABS,Absence Management,ABS_ACCRUAL_TRANSACTIONS,Accrual transaction history,ACCRUAL_TRANSACTION_ID,"ACCRUAL_TRANSACTION_ID, EMPLOYEE_ID, ABSENCE_PLAN_ID, TRANSACTION_DATE, ACCRUAL_HOURS","IDX_ABS_ACCR_EMP, IDX_ABS_ACCR_PLAN, IDX_ABS_ACCR_DATE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), ABSENCE_PLAN_ID->ABS_ABSENCE_PLANS(ABSENCE_PLAN_ID)",10000000,Yes,Periodic accruals
ABS-T005,ABS,Absence Management,ABS_ABSENCE_REQUESTS,Absence request headers,ABSENCE_REQUEST_ID,"ABSENCE_REQUEST_ID, EMPLOYEE_ID, ABSENCE_TYPE_ID, START_DATE, END_DATE, HOURS, STATUS","IDX_ABS_REQ_EMP, IDX_ABS_REQ_TYPE, IDX_ABS_REQ_DATE, IDX_ABS_REQ_STATUS","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), ABSENCE_TYPE_ID->ABS_ABSENCE_TYPES(ABSENCE_TYPE_ID)",5000000,Yes,Time off requests
ABS-T006,ABS,Absence Management,ABS_ABSENCE_DAYS,Absence day details,ABSENCE_DAY_ID,"ABSENCE_DAY_ID, ABSENCE_REQUEST_ID, ABSENCE_DATE, HOURS","IDX_ABS_DAY_REQUEST, IDX_ABS_DAY_DATE","ABSENCE_REQUEST_ID->ABS_ABSENCE_REQUESTS(ABSENCE_REQUEST_ID)",20000000,Yes,Daily absence breakdown
ABS-T007,ABS,Absence Management,ABS_APPROVALS,Absence approval workflow,APPROVAL_ID,"APPROVAL_ID, ABSENCE_REQUEST_ID, APPROVER_ID, APPROVAL_LEVEL, DECISION, DECISION_DATE","IDX_ABS_APPR_REQUEST, IDX_ABS_APPR_APPROVER","ABSENCE_REQUEST_ID->ABS_ABSENCE_REQUESTS(ABSENCE_REQUEST_ID)",10000000,Yes,Manager approvals
ABS-T008,ABS,Absence Management,ABS_FMLA_CASES,FMLA case management,FMLA_CASE_ID,"FMLA_CASE_ID, EMPLOYEE_ID, CASE_NUMBER, START_DATE, CERTIFICATION_DATE, STATUS","IDX_ABS_FMLA_EMP, IDX_ABS_FMLA_CASE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",10000,Yes,FMLA leave tracking
ABS-T009,ABS,Absence Management,ABS_FMLA_HOURS,FMLA hours used,FMLA_HOURS_ID,"FMLA_HOURS_ID, FMLA_CASE_ID, ABSENCE_REQUEST_ID, HOURS_USED","IDX_ABS_FMLAH_CASE, IDX_ABS_FMLAH_REQUEST","FMLA_CASE_ID->ABS_FMLA_CASES(FMLA_CASE_ID), ABSENCE_REQUEST_ID->ABS_ABSENCE_REQUESTS(ABSENCE_REQUEST_ID)",500000,Yes,FMLA hour tracking
ABS-T010,ABS,Absence Management,ABS_HOLIDAYS,Holiday calendar,HOLIDAY_ID,"HOLIDAY_ID, HOLIDAY_DATE, HOLIDAY_NAME, LOCATION",IDX_ABS_HOLIDAY_DATE,None,1000,Yes,Company holidays
ABS-T011,ABS,Absence Management,ABS_WORK_SCHEDULES,Employee work schedules,WORK_SCHEDULE_ID,"WORK_SCHEDULE_ID, EMPLOYEE_ID, EFFECTIVE_DATE, MONDAY_HOURS, TUESDAY_HOURS, WEDNESDAY_HOURS, THURSDAY_HOURS, FRIDAY_HOURS","IDX_ABS_SCHED_EMP, IDX_ABS_SCHED_DATE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID)",150000,Yes,Standard work week
ABS-T012,ABS,Absence Management,ABS_PAYOUT_TRANSACTIONS,PTO payout transactions,PAYOUT_ID,"PAYOUT_ID, EMPLOYEE_ID, ABSENCE_PLAN_ID, PAYOUT_DATE, HOURS_PAID, PAYOUT_AMOUNT","IDX_ABS_PAYOUT_EMP, IDX_ABS_PAYOUT_DATE","EMPLOYEE_ID->HCM_EMPLOYEES(EMPLOYEE_ID), ABSENCE_PLAN_ID->ABS_ABSENCE_PLANS(ABSENCE_PLAN_ID)",100000,Yes,PTO cash outs

REC-T001,REC,Recruitment,REC_REQUISITIONS,Job requisition headers,REQUISITION_ID,"REQUISITION_ID, REQ_NUMBER, JOB_ID, HIRING_MANAGER_ID, OPENINGS, STATUS","IDX_REC_REQ_NUMBER, IDX_REC_REQ_JOB, IDX_REC_REQ_STATUS","JOB_ID->HCM_JOBS(JOB_ID)",50000,Yes,Job opening requests
REC-T002,REC,Recruitment,REC_JOB_POSTINGS,Job posting records,JOB_POSTING_ID,"JOB_POSTING_ID, REQUISITION_ID, POSTING_TITLE, POSTING_DESCRIPTION, POST_DATE, CLOSE_DATE","IDX_REC_POST_REQ, IDX_REC_POST_DATE","REQUISITION_ID->REC_REQUISITIONS(REQUISITION_ID)",60000,Yes,External job ads
REC-T003,REC,Recruitment,REC_POSTING_CHANNELS,Job board channels,CHANNEL_ID,"CHANNEL_ID, CHANNEL_NAME, CHANNEL_TYPE, API_ENDPOINT",IDX_REC_CHANNEL_NAME,None,100,Yes,Indeed/LinkedIn/Company career site
REC-T004,REC,Recruitment,REC_POSTING_DISTRIBUTIONS,Posting to channel mapping,DISTRIBUTION_ID,"DISTRIBUTION_ID, JOB_POSTING_ID, CHANNEL_ID, POST_DATE, EXTERNAL_REF","IDX_REC_DIST_POST, IDX_REC_DIST_CHANNEL","JOB_POSTING_ID->REC_JOB_POSTINGS(JOB_POSTING_ID), CHANNEL_ID->REC_POSTING_CHANNELS(CHANNEL_ID)",200000,Yes,Multi-channel posting
REC-T005,REC,Recruitment,REC_CANDIDATES,Candidate master,CANDIDATE_ID,"CANDIDATE_ID, FIRST_NAME, LAST_NAME, EMAIL, PHONE, SOURCE","IDX_REC_CAND_EMAIL, IDX_REC_CAND_NAME, IDX_REC_CAND_SOURCE",None,500000,Yes,Applicant profiles
REC-T006,REC,Recruitment,REC_APPLICATIONS,Job applications,APPLICATION_ID,"APPLICATION_ID, CANDIDATE_ID, REQUISITION_ID, APPLICATION_DATE, STATUS","IDX_REC_APP_CAND, IDX_REC_APP_REQ, IDX_REC_APP_DATE, IDX_REC_APP_STATUS","CANDIDATE_ID->REC_CANDIDATES(CANDIDATE_ID), REQUISITION_ID->REC_REQUISITIONS(REQUISITION_ID)",2000000,Yes,Application submissions
REC-T007,REC,Recruitment,REC_RESUMES,Resume documents,RESUME_ID,"RESUME_ID, CANDIDATE_ID, UPLOAD_DATE, FILE_PATH, FILE_NAME","IDX_REC_RESUME_CAND, IDX_REC_RESUME_DATE","CANDIDATE_ID->REC_CANDIDATES(CANDIDATE_ID)",500000,Yes,Resume storage
REC-T008,REC,Recruitment,REC_APPLICATION_QUESTIONS,Application question responses,QUESTION_RESPONSE_ID,"QUESTION_RESPONSE_ID, APPLICATION_ID, QUESTION_TEXT, RESPONSE_TEXT","IDX_REC_QRESP_APP","APPLICATION_ID->REC_APPLICATIONS(APPLICATION_ID)",10000000,Yes,Screening questions
REC-T009,REC,Recruitment,REC_INTERVIEWS,Interview scheduling,INTERVIEW_ID,"INTERVIEW_ID, APPLICATION_ID, INTERVIEW_TYPE, INTERVIEWER_ID, SCHEDULED_DATE, STATUS","IDX_REC_INT_APP, IDX_REC_INT_INTERVIEWER, IDX_REC_INT_DATE, IDX_REC_INT_STATUS","APPLICATION_ID->REC_APPLICATIONS(APPLICATION_ID)",1000000,Yes,Interview calendar
REC-T010,REC,Recruitment,REC_INTERVIEW_FEEDBACK,Interview feedback,FEEDBACK_ID,"FEEDBACK_ID, INTERVIEW_ID, INTERVIEWER_ID, RATING, FEEDBACK_TEXT, RECOMMENDATION","IDX_REC_FEED_INT, IDX_REC_FEED_INTERVIEWER","INTERVIEW_ID->REC_INTERVIEWS(INTERVIEW_ID)",1000000,Yes,Interviewer evaluations
REC-T011,REC,Recruitment,REC_OFFERS,Job offers,OFFER_ID,"OFFER_ID, APPLICATION_ID, OFFER_DATE, SALARY_OFFER, START_DATE, STATUS","IDX_REC_OFFER_APP, IDX_REC_OFFER_DATE, IDX_REC_OFFER_STATUS","APPLICATION_ID->REC_APPLICATIONS(APPLICATION_ID)",200000,Yes,Offer letters
REC-T012,REC,Recruitment,REC_OFFER_APPROVALS,Offer approval workflow,OFFER_APPROVAL_ID,"OFFER_APPROVAL_ID, OFFER_ID, APPROVER_ID, APPROVAL_LEVEL, DECISION, DECISION_DATE","IDX_REC_OFFAPPR_OFFER, IDX_REC_OFFAPPR_APPROVER","OFFER_ID->REC_OFFERS(OFFER_ID)",500000,Yes,Compensation approvals
REC-T013,REC,Recruitment,REC_ONBOARDING_TASKS,Onboarding task templates,ONBOARDING_TASK_ID,"ONBOARDING_TASK_ID, TASK_NAME, TASK_DESCRIPTION, DAYS_BEFORE_START, RESPONSIBLE_PARTY",IDX_REC_OBTASK_NAME,None,100,Yes,Pre-boarding checklist
